id,dateAdded,dateUpdated,name,brand,manufacturer,categories,primaryCategories,reviews.date,reviews.didPurchase,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.title,reviews.text,reviews.username,sentiment,productPrice
syn2-0004924,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2023-12-19,true,true,2,4,Very impressed,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",nehanair713,positive,121.27
syn2-0004925,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2024-07-03,true,true,0,5,Better than expected,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It exceeded my expectations.",aaraviyer962,positive,118.07
syn2-0004926,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-05-06,true,true,4,5,Great purchase,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",vikramsharma200,positive,67.76
syn2-0004927,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2022-08-05,true,true,5,4,Highly recommended,"Setup was quick and the build quality feels solid. The headphones features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",aaraviyer397,positive,130.25
syn2-0004928,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-10-09,true,true,10,5,Solid product,"Setup was quick and the build quality feels solid. The tablet features are practical, and the overall experience has been reliable. It exceeded my expectations.",rahulgupta642,positive,276.25
syn2-0004929,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2025-12-29,true,true,1,4,Solid product,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",tanyamenon804,positive,68.91
syn2-0004930,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-08-23,true,true,0,5,Great purchase,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It exceeded my expectations.",tanyapillai767,positive,52.11
syn2-0004931,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2022-08-03,true,true,0,5,Very impressed,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",vikramgupta850,positive,156.29
syn2-0004932,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-02-25,true,true,4,2,Disappointed,"The product arrived with a minor defect. For the price, I expected more reliability. It fell short of what was advertised.",ishadas732,negative,35.38
syn2-0004933,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2023-09-08,true,true,0,5,Highly recommended,"The device handles normal use without lag. For the price, the overall value is excellent. Overall, this has been a great purchase.",riyagupta558,positive,103.42
syn2-0004934,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2025-10-24,false,false,2,2,Poor experience,The product arrived with a minor defect. The headphones features feel limited compared to similar products. It fell short of what was advertised.,sanjayjain305,negative,202.92
syn2-0004935,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2023-07-31,false,true,2,3,Mixed results,"The product arrived in good condition. The streaming features are fine, nothing special either way. I tested it on multiple days before writing this.",nehadas417,neutral,36.22
syn2-0004936,2022-08-17,2022-08-17,NimbusTech Hub X1,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-10-03,true,true,2,4,Solid product,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",rohankapoor559,positive,68.79
syn2-0004937,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-07-04,true,false,1,3,Decent but basic,"It performs as expected for the price point. After some everyday use, the product feels functional but not exceptional. I would suggest comparing a few options first.",priyadas130,neutral,38.44
syn2-0004938,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-03-06,true,true,3,4,Happy with it,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",nehamenon886,positive,55.06
syn2-0004939,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2026-06-15,false,true,0,5,Great purchase,"The device handles normal use without lag. The monitor features are practical, and the overall experience has been reliable. It exceeded my expectations.",ishapillai498,positive,196.79
syn2-0004940,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2023-12-23,true,false,2,1,Would not recommend,"Setup took longer than expected and support was slow to respond. The e-reader features feel limited compared to similar products. Overall, I would not buy this again.",diyadas263,negative,127.15
syn2-0004941,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-06-30,false,true,8,4,Happy with it,"Setup was quick and the build quality feels solid. The keyboard features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",sarajain144,positive,58.2
syn2-0004942,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2024-11-20,true,true,3,5,Works very well,"Setup was quick and the build quality feels solid. The e-reader features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",meeranair775,positive,97.91
syn2-0004943,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-04-17,true,true,0,5,Better than expected,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It exceeded my expectations.",ishasharma495,positive,38.53
syn2-0004944,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-09-23,true,false,5,1,Poor experience,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I ran into the same issue more than once.",rahuliyer345,negative,50.4
syn2-0004945,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2023-10-16,true,true,4,4,Happy with it,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It exceeded my expectations.",tanyaiyer389,positive,32.53
syn2-0004946,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-09-19,true,false,0,3,Acceptable product,"The product arrived in good condition. The keyboard features are fine, nothing special either way. I mainly use it during the week.",sarajain199,neutral,51.84
syn2-0004947,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-08-03,true,true,2,5,Very impressed,"The device handles normal use without lag. The streaming features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",deviyer998,positive,66.44
syn2-0004948,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-08-12,true,true,1,5,Very impressed,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",riyakapoor991,positive,86.23
syn2-0004949,2022-08-17,2022-08-17,NimbusTech Hub X1,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2026-07-29,true,false,3,3,Average experience,"It performs as expected for the price point. After some everyday use, the product feels functional but not exceptional. It is a reasonable middle-of-the-road choice.",nehasharma854,neutral,87.82
syn2-0004950,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2025-06-15,true,true,12,4,Great purchase,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. The difference is noticeable in everyday use.",ishaverma336,positive,111.05
syn2-0004951,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2024-12-11,true,false,1,3,Mixed results,"It performs as expected for the price point. After some everyday use, the product feels functional but not exceptional. I mainly use it during the week.",adityaiyer452,neutral,41.55
syn2-0004952,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-08-05,true,false,4,2,Frustrating to use,"After a few weeks the performance started to drop off. For the price, I expected more reliability. I would look at other options first.",saramenon210,negative,84.24
syn2-0004953,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2025-12-20,true,false,7,2,Too many issues,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I ran into the same issue more than once.",arjunkapoor592,negative,43.49
syn2-0004954,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2026-08-16,true,true,5,5,Better than expected,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",rahulnair366,positive,35.24
syn2-0004955,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2023-07-17,true,false,1,3,Does the job,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I tested it on multiple days before writing this.",saraverma323,neutral,56.47
syn2-0004956,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-05-29,true,true,3,4,Works very well,"The product arrived in good condition and works as described. The keyboard features are practical, and the overall experience has been reliable. It exceeded my expectations.",adityaverma529,positive,58.03
syn2-0004957,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2023-10-17,true,false,1,2,Too many issues,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. Overall, I would not buy this again.",arjunsharma594,negative,103.33
